data;hora;Número do pedido;Produto;Valor total de itens;forma de pagamento
14/05/2026;20:52:15;0834;2xFilé Completo,2xCerveja Lata,X-Bacon (Padrão),X-Salada (Artesanal 150g);116,40;Dinheiro
14/05/2026;21:08:35;0893;Frango salada,X-Completo (Padrão),Lombo salada;58,70;Cartão de Débito
14/05/2026;21:16:40;0303;Frango tudo,3xFilé bacon,Filé bacon;89,50;Pix
14/05/2026;21:24:27;0793;Filé bacon;17,90;Pix
14/05/2026;21:29:37;0369;X-Completo (Padrão),2xX-Tudo (Artesanal 150g);70,70;Cartão de Débito
14/05/2026;21:41:49;0928;Filé salada,Filé tudo;40,80;Dinheiro
14/05/2026;21:43:25;0012;X-Salada (Padrão);16,90;Cartão de Crédito
14/05/2026;21:51:22;0465;Lombo salada,2xLombo salada,Frango tudo;68,60;Pix
14/05/2026;22:03:45;0947;Frango bacon,Molho da casa;17,80;Pix
14/05/2026;22:04:27;0898;X-Completo (Artesanal 150g),X-Bacon (Artesanal 150g),Filé salada;66,70;Cartão de Débito
14/05/2026;22:05:52;0831;Refrigerante litro;7,90;Cartão de Débito
14/05/2026;22:10:30;0165;X-Completo (Padrão),X-Completo (Padrão),X-Bacon (Artesanal 150g);70,70;Cartão de Débito
14/05/2026;22:19:22;0415;Cerveja Lata,2xFilé salada;46,70;Dinheiro
14/05/2026;22:20:42;0497;Refrigerante lata,Refrigerante lata,2xFrango salada,Filé salada;61,50;Pix
14/05/2026;22:25:19;0298;Lombo bacon,Frango bacon,Lombo completo,X-Completo (Artesanal 150g);82,60;Pix
14/05/2026;22:25:37;0494;Lombo bacon,Lombo completo;40,80;Pix
14/05/2026;22:25:56;0102;Frango completo;24,90;Cartão de Débito
14/05/2026;22:26:46;0929;X-Bacon (Artesanal 150g);20,90;Pix
14/05/2026;22:38:27;0643;X-Completo (Padrão),Lombo salada;41,80;Cartão de Crédito
14/05/2026;22:42:39;0214;X-Completo (Padrão),Lombo completo,Batata frita grande;62,70;Dinheiro
14/05/2026;22:44:36;0050;3xFrango completo,Filé bacon,Lombo completo,Cerveja Lata;124,40;Cartão de Crédito
14/05/2026;22:58:38;0650;Filé salada,Frango salada,Frango tudo,Batata frita grande;67,60;Dinheiro
14/05/2026;23:01:42;0279;Batata frita pequena,Cerveja Lata,Filé salada,Frango bacon;51,60;Cartão de Débito
14/05/2026;23:02:00;0806;Frango tudo,Filé tudo,X-Bacon (Padrão),Molho da casa;56,60;Cartão de Crédito
14/05/2026;23:10:11;0407;X-Tudo (Artesanal 150g),Filé salada,Filé salada,2xFilé bacon;98,50;Pix
14/05/2026;23:11:52;0318;Refrigerante lata;3,90;Pix
14/05/2026;23:18:16;0920;X-Tudo (Padrão);17,90;Cartão de Crédito
14/05/2026;23:21:08;0732;Molho de alho,Filé tudo;22,80;Cartão de Débito
14/05/2026;23:33:18;0814;X-Completo (Artesanal 150g),Molho da casa;27,80;Pix
14/05/2026;23:50:40;0803;X-Salada (Artesanal 150g),Frango salada;45,80;Cartão de Débito
14/05/2026;23:55:02;0662;Frango tudo,Frango completo;42,80;Dinheiro
15/05/2026;18:01:33;0634;X-Bacon (Artesanal 150g),Frango salada;37,80;Pix
15/05/2026;18:16:09;0003;Refrigerante lata,Lombo bacon;19,80;Cartão de Crédito
15/05/2026;18:19:39;0981;2xLombo salada,Molho da casa,Lombo tudo,X-Tudo (Padrão);71,50;Pix
15/05/2026;18:26:38;0604;X-Tudo (Padrão),3xFrango salada;68,60;Cartão de Crédito
15/05/2026;18:29:39;0281;X-Bacon (Padrão),X-Bacon (Padrão),X-Bacon (Padrão),Molho de alho;49,60;Cartão de Débito
15/05/2026;18:42:48;0628;Frango completo,Refrigerante litro,X-Tudo (Padrão),Lombo completo;75,60;Cartão de Débito
15/05/2026;18:51:10;0019;X-Bacon (Artesanal 150g);20,90;Cartão de Débito
15/05/2026;18:57:34;0250;Lombo tudo,X-Bacon (Artesanal 150g),Frango tudo;56,70;Pix
15/05/2026;18:59:44;0779;Molho de alho,Frango completo;26,80;Pix
15/05/2026;19:03:19;0536;Lombo completo,X-Completo (Artesanal 150g),X-Tudo (Artesanal 150g);73,70;Pix
15/05/2026;19:06:34;0756;X-Bacon (Padrão),Lombo completo,Lombo bacon;56,70;Pix
15/05/2026;19:13:36;0024;2xFrango tudo,Lombo bacon;51,70;Pix
15/05/2026;19:16:59;0723;Lombo tudo,2xFrango completo;67,70;Dinheiro
15/05/2026;19:20:13;0299;Batata frita grande,X-Bacon (Artesanal 150g);33,80;Dinheiro
15/05/2026;19:36:26;0821;3xRefrigerante litro,X-Tudo (Artesanal 150g);46,60;Pix
15/05/2026;19:37:55;0745;Refrigerante lata,X-Tudo (Padrão),X-Salada (Padrão),Filé salada;58,60;Cartão de Débito
15/05/2026;19:48:11;0520;X-Bacon (Artesanal 150g),Molho da casa;22,80;Pix
15/05/2026;19:52:06;0074;Filé tudo,Frango tudo,Filé Completo;67,70;Pix
15/05/2026;19:53:43;0854;X-Salada (Padrão),Filé tudo,Lombo completo;62,70;Pix
15/05/2026;20:15:43;0840;2xX-Completo (Artesanal 150g),Lombo completo,X-Completo (Padrão);101,60;Cartão de Débito
15/05/2026;21:07:59;0535;X-Completo (Artesanal 150g),X-Salada (Artesanal 150g),Filé salada,Filé tudo;95,60;Pix
15/05/2026;21:12:29;0794;X-Completo (Artesanal 150g),Filé Completo,3xCerveja Lata;75,50;Cartão de Crédito
15/05/2026;21:13:45;0079;Molho da casa,Lombo completo,X-Tudo (Padrão);44,70;Pix
15/05/2026;21:19:17;0347;Filé tudo,Batata frita grande,Filé tudo;54,70;Cartão de Crédito
15/05/2026;21:52:49;0874;Batata frita pequena;8,90;Pix
15/05/2026;21:56:30;0271;Lombo salada,Lombo completo,X-Completo (Artesanal 150g),Frango tudo;85,60;Pix
15/05/2026;21:57:52;0630;X-Tudo (Padrão);17,90;Pix
15/05/2026;22:08:03;0377;Filé bacon,Batata frita grande,Refrigerante litro;38,70;Pix
15/05/2026;22:14:57;0730;2xLombo tudo,Filé salada,X-Salada (Artesanal 150g);84,60;Pix
15/05/2026;22:21:12;0466;2xLombo bacon;31,80;Cartão de Débito
15/05/2026;22:22:17;0384;Lombo completo;24,90;Cartão de Débito
15/05/2026;22:26:05;0515;Frango completo,X-Tudo (Padrão),Batata frita grande;55,70;Pix
15/05/2026;22:41:40;0993;Batata frita pequena,3xFrango completo,X-Tudo (Padrão),Lombo salada;118,40;Cartão de Crédito
15/05/2026;22:44:04;0941;Lombo tudo;17,90;Cartão de Débito
15/05/2026;22:47:48;0755;2xX-Tudo (Padrão),X-Salada (Artesanal 150g),Lombo completo,Lombo completo;114,50;Pix
15/05/2026;22:56:57;0712;Filé tudo,Lombo completo,X-Bacon (Padrão),2xFrango bacon;93,50;Cartão de Crédito
15/05/2026;22:58:00;0523;Filé salada,X-Completo (Padrão),X-Salada (Padrão);61,70;Pix
15/05/2026;22:58:15;0081;X-Salada (Artesanal 150g),X-Completo (Artesanal 150g);54,80;Cartão de Crédito
15/05/2026;23:16:25;0358;2xLombo salada,Cerveja Lata;40,70;Pix
15/05/2026;23:17:07;0871;Refrigerante lata,Molho de alho;5,80;Pix
15/05/2026;23:19:37;0131;X-Bacon (Padrão),Filé salada;35,80;Cartão de Crédito
15/05/2026;23:28:52;0089;X-Bacon (Artesanal 150g),3xMolho de alho,Filé bacon,Refrigerante litro;52,40;Dinheiro
15/05/2026;23:35:55;0827;Molho da casa;1,90;Cartão de Débito
15/05/2026;23:38:36;0607;Frango tudo;17,90;Cartão de Crédito
15/05/2026;23:42:41;0727;Lombo tudo,Batata frita grande,Refrigerante lata,Lombo completo;59,60;Cartão de Crédito
15/05/2026;23:43:21;0392;Frango completo,X-Bacon (Padrão),X-Tudo (Artesanal 150g),X-Salada (Artesanal 150g);92,60;Cartão de Crédito
15/05/2026;23:43:37;0613;Lombo salada,Lombo bacon,X-Bacon (Artesanal 150g),X-Completo (Artesanal 150g);79,60;Cartão de Crédito
15/05/2026;23:45:56;0324;Frango salada,Refrigerante litro,Filé Completo,Filé salada;73,60;Dinheiro
15/05/2026;23:49:40;0140;Refrigerante lata,Filé salada,Lombo salada,Cerveja Lata;47,60;Dinheiro
15/05/2026;23:57:12;0828;Batata frita pequena,X-Completo (Padrão);33,80;Pix
16/05/2026;18:00:03;0139;Frango bacon,X-Completo (Artesanal 150g);41,80;Cartão de Débito
16/05/2026;18:05:56;0285;Refrigerante litro;7,90;Pix
16/05/2026;18:06:07;0458;Filé salada;19,90;Pix
16/05/2026;18:09:08;0682;Frango completo,X-Completo (Padrão),Frango tudo,Filé Completo;96,60;Pix
16/05/2026;18:10:01;0378;Refrigerante litro,Molho de alho,X-Bacon (Artesanal 150g);30,70;Cartão de Débito
16/05/2026;18:16:20;0256;X-Completo (Padrão);24,90;Cartão de Débito
16/05/2026;18:29:45;0374;Batata frita pequena,X-Completo (Artesanal 150g);34,80;Cartão de Crédito
16/05/2026;18:37:08;0295;Molho de alho,3xX-Bacon (Artesanal 150g),Molho da casa;66,50;Cartão de Crédito
16/05/2026;18:42:36;0870;2xRefrigerante lata;7,80;Pix
16/05/2026;18:45:32;0390;Frango salada;16,90;Cartão de Crédito
16/05/2026;18:51:42;0364;X-Salada (Artesanal 150g),2xLombo tudo,X-Tudo (Artesanal 150g),Batata frita grande;100,50;Cartão de Débito
16/05/2026;18:53:29;0779;Filé Completo,X-Bacon (Padrão);44,80;Pix
16/05/2026;18:53:50;0425;X-Bacon (Padrão);15,90;Dinheiro
16/05/2026;19:06:59;0506;Lombo tudo;17,90;Pix
16/05/2026;19:13:53;0694;X-Tudo (Artesanal 150g),Cerveja Lata,X-Completo (Artesanal 150g);55,70;Pix
16/05/2026;19:14:38;0131;Refrigerante litro,Cerveja Lata;14,80;Cartão de Crédito
16/05/2026;19:18:23;0233;Lombo bacon,X-Completo (Padrão),Batata frita grande,Frango completo;78,60;Pix
16/05/2026;19:22:23;0726;X-Salada (Artesanal 150g);28,90;Cartão de Crédito
16/05/2026;19:26:29;0028;X-Salada (Artesanal 150g),Batata frita pequena,Lombo bacon;53,70;Cartão de Débito
16/05/2026;19:42:52;0006;X-Bacon (Padrão),X-Completo (Padrão),Frango bacon;56,70;Cartão de Débito
16/05/2026;19:44:22;0804;X-Tudo (Padrão),Lombo bacon,X-Tudo (Artesanal 150g);56,70;Cartão de Crédito
16/05/2026;19:52:07;0664;Molho da casa,X-Bacon (Padrão);17,80;Cartão de Débito
16/05/2026;19:59:02;0684;Filé Completo,Lombo bacon,Frango tudo;62,70;Dinheiro
16/05/2026;20:07:13;0065;Filé tudo,2xX-Bacon (Artesanal 150g);62,70;Cartão de Débito
16/05/2026;20:14:16;0026;Filé bacon;17,90;Cartão de Débito
16/05/2026;20:16:51;0117;2xX-Bacon (Padrão),3xMolho de alho,X-Completo (Artesanal 150g),2xX-Completo (Padrão);113,20;Cartão de Crédito
16/05/2026;20:17:13;0410;Frango salada,X-Bacon (Artesanal 150g);37,80;Cartão de Débito
16/05/2026;20:17:51;0799;Frango completo,Frango completo;49,80;Dinheiro
16/05/2026;20:18:25;0606;Filé tudo;20,90;Dinheiro
16/05/2026;20:19:18;0868;2xX-Completo (Artesanal 150g);51,80;Pix
16/05/2026;20:47:16;0789;X-Bacon (Padrão);15,90;Pix
16/05/2026;20:50:49;0324;Batata frita pequena;8,90;Pix
16/05/2026;20:56:07;0738;Frango completo,Lombo tudo,Lombo salada;59,70;Cartão de Crédito
16/05/2026;21:02:51;0443;Batata frita grande,Refrigerante litro,Lombo completo;45,70;Cartão de Débito
16/05/2026;21:06:47;0353;2xLombo tudo,Lombo bacon;51,70;Cartão de Débito
16/05/2026;21:07:05;0127;2xLombo completo,Filé salada,Lombo completo;94,60;Pix
16/05/2026;21:14:17;0011;X-Salada (Padrão);16,90;Cartão de Crédito
16/05/2026;21:14:19;0337;Cerveja Lata,Refrigerante lata;10,80;Cartão de Débito
16/05/2026;21:18:37;0349;X-Tudo (Artesanal 150g),Refrigerante lata,Frango tudo,Lombo salada;61,60;Cartão de Débito
16/05/2026;21:20:44;0304;X-Salada (Padrão),Molho da casa,Refrigerante lata;22,70;Pix
16/05/2026;21:26:22;0541;X-Tudo (Artesanal 150g),2xX-Salada (Padrão),Lombo bacon;72,60;Cartão de Débito
16/05/2026;21:29:29;0524;Molho de alho;1,90;Pix
16/05/2026;21:33:38;0172;Molho de alho,Frango bacon,X-Salada (Artesanal 150g),Frango tudo;64,60;Dinheiro
16/05/2026;21:36:30;0341;Lombo tudo,Cerveja Lata,Molho de alho,Molho de alho;28,60;Dinheiro
16/05/2026;21:46:53;0541;Molho da casa,Frango completo;26,80;Pix
16/05/2026;21:55:50;0394;Filé tudo,Lombo completo;45,80;Cartão de Débito
16/05/2026;22:06:29;0189;Molho de alho;1,90;Cartão de Crédito
16/05/2026;22:07:48;0645;Lombo salada;16,90;Cartão de Débito
16/05/2026;22:10:10;0700;Filé salada,Frango salada,Batata frita pequena,Batata frita grande;58,60;Pix
16/05/2026;22:14:38;0766;2xBatata frita pequena;17,80;Pix
16/05/2026;22:14:53;0016;Filé Completo,Batata frita grande,Filé bacon,Lombo tudo;77,60;Cartão de Crédito
16/05/2026;22:19:31;0299;Cerveja Lata,X-Completo (Artesanal 150g),Batata frita grande,Batata frita grande;58,60;Pix
16/05/2026;22:23:40;0697;Batata frita grande,X-Completo (Padrão),Molho de alho;39,70;Cartão de Crédito
16/05/2026;22:25:46;0059;2xBatata frita pequena,2xX-Bacon (Padrão),Lombo bacon,Frango bacon;81,40;Cartão de Crédito
16/05/2026;22:36:41;0339;X-Tudo (Artesanal 150g);22,90;Cartão de Crédito
16/05/2026;22:42:20;0327;Refrigerante lata,2xLombo completo,Frango salada;70,60;Cartão de Débito
16/05/2026;22:50:35;0464;Lombo tudo,X-Completo (Artesanal 150g),Batata frita pequena,2xX-Completo (Artesanal 150g);104,50;Cartão de Crédito
16/05/2026;23:00:38;0307;Batata frita pequena,Frango bacon,Filé Completo,Frango bacon;69,60;Cartão de Débito
16/05/2026;23:01:01;0562;2xLombo tudo;35,80;Cartão de Débito
16/05/2026;23:13:18;0846;2xX-Completo (Artesanal 150g),Refrigerante lata,2xX-Completo (Artesanal 150g),Molho da casa;109,40;Pix
16/05/2026;23:15:27;0710;Lombo salada,2xFilé salada;56,70;Pix
16/05/2026;23:23:37;0999;Molho da casa;1,90;Pix
16/05/2026;23:25:31;0675;2xMolho da casa,2xRefrigerante litro;19,60;Pix
16/05/2026;23:29:26;0282;Frango completo,Frango completo;49,80;Cartão de Débito
16/05/2026;23:30:11;0222;Batata frita grande;12,90;Pix
16/05/2026;23:37:05;0587;X-Salada (Padrão);16,90;Cartão de Crédito
16/05/2026;23:45:42;0864;Frango tudo,Lombo completo;42,80;Cartão de Crédito
16/05/2026;23:45:50;0272;Lombo completo,X-Bacon (Padrão);40,80;Pix
16/05/2026;23:51:05;0234;Lombo salada,2xX-Completo (Padrão),Lombo tudo,Cerveja Lata;91,50;Pix
16/05/2026;23:57:31;0554;X-Completo (Padrão),Molho de alho;26,80;Pix
17/05/2026;18:04:03;0680;X-Salada (Artesanal 150g);28,90;Cartão de Crédito
17/05/2026;18:04:30;0901;Refrigerante lata,Lombo bacon,Filé salada,Lombo salada;56,60;Pix
17/05/2026;18:16:13;0727;Batata frita grande,X-Completo (Artesanal 150g),X-Tudo (Padrão),Lombo bacon;72,60;Cartão de Crédito
17/05/2026;18:27:42;0874;X-Tudo (Padrão),2xFilé salada;57,70;Pix
17/05/2026;18:28:07;0496;Frango salada,Lombo tudo;34,80;Pix
17/05/2026;18:31:27;0528;Frango tudo;17,90;Pix
17/05/2026;18:40:27;0294;X-Salada (Padrão),Refrigerante lata,3xLombo salada,Frango completo;96,40;Pix
17/05/2026;19:08:33;0815;Molho da casa,Refrigerante litro,Batata frita pequena,3xFilé salada;78,40;Pix
17/05/2026;19:17:43;0151;Filé bacon,2xBatata frita grande,X-Completo (Artesanal 150g),Lombo bacon;85,50;Cartão de Débito
17/05/2026;19:20:34;0167;2xFrango salada,Refrigerante litro,2xBatata frita pequena,Molho da casa;61,40;Cartão de Débito
17/05/2026;19:23:35;0413;X-Salada (Padrão),Frango tudo,Refrigerante litro,Lombo salada;59,60;Cartão de Crédito
17/05/2026;19:25:59;0355;Frango bacon,Batata frita grande,Batata frita pequena;37,70;Cartão de Crédito
17/05/2026;19:29:37;0892;Filé Completo,2xRefrigerante litro;44,70;Cartão de Débito
17/05/2026;19:31:31;0473;2xFilé Completo;57,80;Cartão de Crédito
17/05/2026;19:35:18;0639;Lombo completo,2xFrango completo;74,70;Cartão de Crédito
17/05/2026;19:37:56;0105;2xMolho de alho,Molho de alho,X-Bacon (Padrão),Molho da casa;23,50;Pix
17/05/2026;19:42:37;0032;Filé tudo,2xFrango tudo;56,70;Pix
17/05/2026;19:52:58;0109;Filé tudo,Frango tudo,Lombo bacon,Lombo completo;79,60;Cartão de Crédito
17/05/2026;20:25:13;0069;X-Tudo (Artesanal 150g);22,90;Pix
17/05/2026;20:34:06;0855;Lombo bacon;15,90;Cartão de Débito
17/05/2026;20:46:21;0840;Refrigerante lata,Frango completo,Batata frita pequena;37,70;Pix
17/05/2026;20:50:58;0668;2xRefrigerante litro;15,80;Cartão de Débito
17/05/2026;20:51:52;0192;Lombo salada,2xFilé salada,3xFrango salada,X-Tudo (Padrão);125,30;Pix
17/05/2026;20:53:37;0482;2xX-Bacon (Artesanal 150g),X-Salada (Padrão),Batata frita grande;71,60;Cartão de Crédito
17/05/2026;21:04:11;0661;Lombo bacon,Frango bacon;31,80;Cartão de Crédito
17/05/2026;21:08:42;0161;Frango completo,Frango salada;41,80;Cartão de Débito
17/05/2026;21:10:24;0316;Filé salada,Lombo bacon;35,80;Cartão de Débito
17/05/2026;21:20:34;0284;X-Salada (Artesanal 150g),3xRefrigerante litro,Frango completo;77,50;Pix
17/05/2026;21:21:59;0555;Cerveja Lata,Refrigerante lata,Frango salada,X-Completo (Artesanal 150g);53,60;Cartão de Débito
17/05/2026;21:52:51;0737;X-Salada (Artesanal 150g),3xFrango completo;103,60;Pix
17/05/2026;21:56:08;0332;Lombo salada,2xX-Bacon (Padrão);48,70;Cartão de Crédito
17/05/2026;22:03:10;0014;X-Bacon (Padrão),Filé tudo;36,80;Pix
17/05/2026;22:15:25;0705;2xBatata frita grande,X-Salada (Artesanal 150g),X-Completo (Artesanal 150g),X-Salada (Artesanal 150g);109,50;Cartão de Crédito
17/05/2026;22:15:44;0212;Frango salada,Molho de alho,Batata frita pequena;27,70;Pix
17/05/2026;22:17:16;0635;Batata frita pequena;8,90;Pix
17/05/2026;22:24:39;0362;X-Completo (Padrão);24,90;Cartão de Crédito
17/05/2026;22:29:11;0561;Refrigerante lata;3,90;Cartão de Débito
17/05/2026;22:29:32;0134;Lombo salada,X-Completo (Artesanal 150g),Batata frita pequena;51,70;Cartão de Débito
17/05/2026;22:36:24;0205;Molho de alho;1,90;Cartão de Crédito
17/05/2026;22:36:39;0788;Cerveja Lata,Filé tudo,X-Salada (Artesanal 150g);56,70;Cartão de Crédito
17/05/2026;22:39:43;0623;Lombo salada,Frango salada;33,80;Cartão de Débito
17/05/2026;22:45:42;0185;2xLombo tudo,Filé bacon,2xBatata frita grande;79,50;Cartão de Débito
17/05/2026;22:51:16;0415;Refrigerante lata;3,90;Cartão de Débito
17/05/2026;22:53:13;0467;X-Completo (Padrão);24,90;Pix
17/05/2026;22:58:51;0114;3xX-Bacon (Padrão),Filé Completo,Refrigerante lata,2xX-Completo (Padrão);130,30;Pix
17/05/2026;23:00:10;0319;X-Tudo (Artesanal 150g),X-Salada (Artesanal 150g);51,80;Cartão de Débito
17/05/2026;23:02:27;0527;2xX-Salada (Padrão);33,80;Cartão de Crédito
17/05/2026;23:02:41;0227;X-Salada (Artesanal 150g);28,90;Cartão de Débito
17/05/2026;23:02:59;0672;Filé tudo,Frango completo,X-Tudo (Artesanal 150g),Refrigerante litro;76,60;Cartão de Crédito
17/05/2026;23:11:41;0594;3xCerveja Lata,Cerveja Lata,Molho da casa;29,50;Cartão de Crédito
17/05/2026;23:14:39;0980;Filé tudo,Cerveja Lata,Lombo tudo;45,70;Pix
17/05/2026;23:17:30;0144;Lombo bacon;15,90;Pix
17/05/2026;23:23:26;0828;2xX-Salada (Padrão);33,80;Pix
17/05/2026;23:36:18;0559;X-Salada (Padrão),X-Completo (Padrão);41,80;Cartão de Débito
17/05/2026;23:42:17;0842;X-Salada (Padrão),Batata frita pequena,X-Salada (Artesanal 150g);54,70;Pix
17/05/2026;23:42:54;0146;Cerveja Lata;6,90;Cartão de Débito
17/05/2026;23:53:16;0714;Frango bacon;15,90;Pix
17/05/2026;23:55:11;0860;Filé Completo,Lombo tudo,Batata frita grande;59,70;Cartão de Débito
17/05/2026;23:55:11;0267;3xX-Salada (Artesanal 150g),Filé bacon,Frango tudo,X-Salada (Artesanal 150g);151,40;Cartão de Crédito
17/05/2026;23:55:47;0634;Filé salada,3xFrango bacon;67,60;Pix
17/05/2026;23:56:44;0515;X-Bacon (Padrão),X-Completo (Padrão),Refrigerante litro;48,70;Dinheiro
18/05/2026;18:08:34;0995;2xFilé Completo,X-Tudo (Artesanal 150g);80,70;Cartão de Crédito
18/05/2026;18:22:57;0449;X-Salada (Artesanal 150g),X-Bacon (Padrão),Molho da casa;46,70;Cartão de Crédito
18/05/2026;18:24:11;0172;3xFrango completo;74,70;Dinheiro
18/05/2026;18:30:04;0244;X-Bacon (Padrão);15,90;Cartão de Crédito
18/05/2026;18:34:51;0858;Molho da casa,X-Bacon (Padrão),X-Completo (Padrão);42,70;Pix
18/05/2026;18:41:25;0230;X-Tudo (Padrão),X-Salada (Artesanal 150g);46,80;Pix
18/05/2026;18:50:46;0436;X-Bacon (Artesanal 150g),Filé Completo;49,80;Cartão de Débito
18/05/2026;18:51:50;0480;Filé salada,2xMolho de alho;23,70;Cartão de Débito
18/05/2026;18:52:58;0236;X-Bacon (Padrão),Molho de alho,Lombo tudo,2xX-Salada (Padrão);69,50;Cartão de Crédito
18/05/2026;19:21:29;0002;Filé bacon;17,90;Dinheiro
18/05/2026;19:24:13;0136;Refrigerante lata,X-Tudo (Artesanal 150g),Frango salada,Lombo tudo;61,60;Cartão de Crédito
18/05/2026;19:24:46;0209;X-Salada (Artesanal 150g),Molho de alho,Refrigerante litro;38,70;Pix
18/05/2026;19:25:44;0047;Lombo bacon,Frango tudo,2xLombo tudo;69,60;Cartão de Crédito
18/05/2026;19:30:53;0302;Cerveja Lata,Filé bacon,Lombo bacon;40,70;Pix
18/05/2026;19:42:01;0632;Frango tudo;17,90;Cartão de Débito
18/05/2026;19:47:11;0655;Cerveja Lata;6,90;Pix
18/05/2026;19:59:00;0200;Lombo salada,Lombo bacon,Frango completo,X-Tudo (Padrão);75,60;Cartão de Débito
18/05/2026;19:59:47;0429;Lombo completo,Filé bacon;42,80;Cartão de Crédito
18/05/2026;20:06:12;0404;Lombo salada,X-Completo (Artesanal 150g),Frango completo;67,70;Pix
18/05/2026;20:09:00;0033;Batata frita pequena,Molho de alho,2xMolho da casa;14,60;Cartão de Crédito
18/05/2026;20:14:23;0575;3xCerveja Lata;20,70;Cartão de Débito
18/05/2026;20:22:58;0582;Filé bacon,X-Bacon (Artesanal 150g),Lombo completo;63,70;Cartão de Débito
18/05/2026;20:31:28;0459;Cerveja Lata,Molho de alho,Refrigerante litro;16,70;Pix
18/05/2026;20:52:46;0168;Lombo bacon,Frango completo,Molho da casa;42,70;Cartão de Crédito
18/05/2026;20:54:23;0155;2xLombo bacon,Frango bacon,Batata frita pequena,X-Bacon (Padrão);72,50;Cartão de Crédito
18/05/2026;21:02:14;0566;Refrigerante litro,Frango bacon,Molho da casa;25,70;Cartão de Débito
18/05/2026;21:10:24;0342;Batata frita grande,Lombo bacon,Batata frita pequena,2xX-Tudo (Artesanal 150g);83,50;Pix
18/05/2026;21:12:05;0560;Lombo tudo,Frango tudo,Batata frita pequena;44,70;Cartão de Crédito
18/05/2026;21:29:37;0221;X-Tudo (Padrão),2xX-Bacon (Artesanal 150g),X-Tudo (Artesanal 150g);82,60;Pix
18/05/2026;21:31:06;0396;X-Salada (Padrão),Cerveja Lata,Lombo bacon,Frango tudo;57,60;Pix
18/05/2026;21:38:09;0701;Frango tudo,Filé salada,2xX-Bacon (Artesanal 150g);79,60;Pix
18/05/2026;21:43:08;0027;Molho de alho,2xMolho da casa,Lombo salada,X-Bacon (Artesanal 150g);43,50;Pix
18/05/2026;21:45:28;0537;Filé salada,X-Tudo (Artesanal 150g);42,80;Cartão de Débito
18/05/2026;22:14:15;0497;Frango bacon,Lombo tudo;33,80;Cartão de Débito
18/05/2026;22:15:26;0590;Lombo salada,Lombo completo,Frango salada,X-Completo (Padrão);83,60;Pix
18/05/2026;22:27:21;0845;Lombo salada,X-Completo (Artesanal 150g),Batata frita grande,Molho de alho;57,60;Cartão de Débito
18/05/2026;22:31:39;0563;Molho da casa;1,90;Cartão de Débito
18/05/2026;22:38:01;0616;Refrigerante lata,Frango tudo;21,80;Pix
18/05/2026;22:40:20;0528;Lombo bacon,X-Tudo (Padrão),Frango completo,X-Completo (Artesanal 150g);84,60;Pix
18/05/2026;22:46:17;0826;X-Tudo (Padrão);17,90;Cartão de Débito
18/05/2026;22:48:58;0513;Lombo bacon,X-Salada (Artesanal 150g),X-Bacon (Padrão),Filé salada;80,60;Cartão de Crédito
18/05/2026;23:04:50;0636;Filé Completo,Lombo salada,Lombo tudo,X-Salada (Artesanal 150g);92,60;Pix
18/05/2026;23:05:06;0799;2xFrango tudo,Refrigerante litro;43,70;Pix
18/05/2026;23:20:55;0336;Lombo completo;24,90;Cartão de Crédito
18/05/2026;23:30:01;0267;Lombo tudo,2xFilé Completo;75,70;Cartão de Débito
18/05/2026;23:30:39;0489;Frango salada,2xRefrigerante litro,X-Tudo (Artesanal 150g),Lombo salada;72,50;Pix
18/05/2026;23:37:29;0080;Filé Completo,Frango bacon,Frango bacon,Molho de alho;62,60;Cartão de Débito
18/05/2026;23:45:31;0128;Lombo salada;16,90;Pix
18/05/2026;23:47:00;0215;X-Tudo (Artesanal 150g);22,90;Pix
18/05/2026;23:49:09;0568;X-Tudo (Padrão);17,90;Dinheiro
18/05/2026;23:52:40;0683;Batata frita grande,2xLombo bacon,Refrigerante litro;52,60;Cartão de Débito
18/05/2026;23:57:59;0004;Molho da casa,Lombo tudo,Filé Completo,Refrigerante litro;56,60;Pix
19/05/2026;18:02:33;0197;X-Completo (Padrão),Filé bacon;42,80;Pix
19/05/2026;18:03:49;0688;Molho da casa,Lombo bacon,Lombo bacon,Frango completo;58,60;Pix
19/05/2026;18:09:11;0841;Lombo salada,Filé tudo,X-Salada (Padrão),Filé tudo;75,60;Cartão de Débito
19/05/2026;18:12:04;0452;2xRefrigerante lata,Lombo bacon;23,70;Pix
19/05/2026;18:14:10;0700;Molho de alho,Lombo bacon,X-Tudo (Artesanal 150g);40,70;Cartão de Crédito
19/05/2026;18:16:03;0248;3xCerveja Lata;20,70;Dinheiro
19/05/2026;18:17:43;0029;2xRefrigerante lata;7,80;Dinheiro
19/05/2026;18:20:38;0161;X-Salada (Artesanal 150g),X-Salada (Padrão),Lombo bacon,Filé salada;81,60;Pix
19/05/2026;18:23:59;0997;Molho da casa,Lombo completo;26,80;Dinheiro
19/05/2026;18:36:30;0197;Lombo completo;24,90;Cartão de Débito
19/05/2026;18:49:09;0792;Refrigerante lata;3,90;Pix
19/05/2026;19:12:01;0537;Molho da casa;1,90;Pix
19/05/2026;19:17:38;0483;Refrigerante lata;3,90;Cartão de Crédito
19/05/2026;19:19:17;0105;Frango bacon,X-Tudo (Padrão),Frango tudo;51,70;Pix
